,TARGET,PRODUCT,TARGET_ANGEL,PRODUCT_ANGEL,SAME_ANGEL,PRESENTATION TIME,IMAGE INTERVAL TIME,TRIALS INTERVAL TIME,TARGET_INVERTED,PRODUCT_INVERTED
68,07_chocolate,singleton,2,0,,800,,1430.032303965964,False,
69,03_chocolate,singleton,1,0,,800,,551.8350106366707,False,
70,08_detergent,singleton,3,0,,800,,2321.1054757006214,False,
71,02_detergent,singleton,1,0,,800,,4123.266773028947,False,
72,02_detergent,singleton,2,0,,800,,2264.2656624353176,False,
73,01_detergent,singleton,2,0,,800,,1577.9967794366219,True,
74,08_detergent,singleton,1,0,,800,,2922.1693259204735,False,
75,04_detergent,singleton,2,0,,800,,2702.5101765785444,False,
76,00_detergent,01_detergent,2,3,False,800,400.0,3518.2633849653203,False,True
77,09_detergent,singleton,1,0,,800,,2826.077674967658,False,
78,02_detergent,singleton,3,0,,800,,1566.5333741318348,False,
79,09_detergent,singleton,2,0,,800,,4127.045065981829,False,
80,00_chocolate,03_chocolate,3,3,True,800,400.0,1463.596381160367,False,True
81,03_chocolate,singleton,2,0,,800,,2406.640683536161,False,
82,00_chocolate,03_chocolate,1,3,False,800,400.0,4595.65558885312,False,False
83,01_chocolate,singleton,2,0,,800,,4088.628745789869,False,
84,00_chocolate,04_chocolate,3,2,False,800,400.0,1571.4407702787212,False,True
85,00_chocolate,06_chocolate,3,2,False,800,400.0,3594.8854905936714,False,False
86,01_chocolate,singleton,2,0,,800,,4974.956016933687,False,
87,03_chocolate,singleton,3,0,,800,,4108.527823311693,False,
88,07_chocolate,singleton,1,0,,800,,3126.5222058854706,False,
89,06_chocolate,singleton,3,0,,800,,1750.135736748586,False,
90,00_detergent,09_detergent,1,3,False,800,400.0,2561.6764833551306,False,False
91,09_detergent,singleton,1,0,,800,,3535.657992141813,True,
92,00_detergent,05_detergent,3,1,False,800,400.0,4099.364959542732,False,False
93,09_detergent,singleton,1,0,,800,,3627.856198732976,False,
94,00_detergent,01_detergent,3,3,True,800,400.0,1947.5869949512512,False,False
95,02_detergent,singleton,2,0,,800,,438.9933947109179,False,
96,00_detergent,09_detergent,3,1,False,800,400.0,2500.7973274680685,False,False
97,00_detergent,05_detergent,2,3,False,800,400.0,1837.2613095842812,False,False
98,09_detergent,singleton,3,0,,800,,2500.7973274680685,False,
99,05_detergent,singleton,3,0,,800,,1326.3273246108402,True,
100,00_chocolate,07_chocolate,3,2,False,800,400.0,3982.4101668404537,True,False
101,02_chocolate,singleton,1,0,,800,,668.3908698721445,False,
102,00_chocolate,08_chocolate,1,3,False,800,400.0,2605.2375399856624,False,False
103,03_chocolate,singleton,3,0,,800,,3751.2751548860024,False,
104,00_chocolate,06_chocolate,1,3,False,800,400.0,1019.054779734579,True,False
105,00_chocolate,04_chocolate,3,2,False,800,400.0,1790.0822830919656,False,False
106,00_chocolate,08_chocolate,1,3,False,800,400.0,2953.712947504173,False,False
107,00_chocolate,08_chocolate,1,2,False,800,400.0,3684.7086400036414,False,False
108,03_chocolate,singleton,3,0,,800,,4277.062242535654,False,
109,00_chocolate,07_chocolate,1,1,True,800,400.0,1872.809394566192,False,False
110,00_detergent,08_detergent,1,1,True,800,400.0,2884.374016135639,False,False
111,07_detergent,singleton,1,0,,800,,3555.5701138480777,False,
112,09_detergent,singleton,1,0,,800,,533.608165738777,False,
113,00_detergent,06_detergent,2,3,False,800,400.0,2760.0887211004856,False,False
114,00_detergent,07_detergent,1,3,False,800,400.0,1346.901395908235,False,True
115,07_detergent,singleton,2,0,,800,,3055.9611387334853,False,
116,00_detergent,04_detergent,3,1,False,800,400.0,2813.8366937861633,True,False
117,02_detergent,singleton,3,0,,800,,4385.077603278528,False,
118,00_detergent,03_detergent,1,3,False,800,400.0,946.1349161320945,False,True
119,06_detergent,singleton,3,0,,800,,2882.794021530083,False,
120,02_chocolate,singleton,1,0,,800,,2158.2021513769496,False,
121,06_chocolate,singleton,1,0,,800,,3436.9957404591155,False,
122,00_chocolate,04_chocolate,3,2,False,800,400.0,4509.1574847727325,True,False
123,00_chocolate,02_chocolate,1,2,False,800,400.0,4270.166850921063,False,False
124,00_chocolate,08_chocolate,3,3,True,800,400.0,4350.980844333617,False,False
125,00_chocolate,02_chocolate,2,1,False,800,400.0,1580.3540029337328,False,False
126,00_chocolate,07_chocolate,1,1,True,800,400.0,3431.764042911879,False,False
127,08_chocolate,singleton,1,0,,800,,2047.0699397299175,False,
128,00_chocolate,07_chocolate,2,1,False,800,400.0,4528.543990979601,False,False
129,05_chocolate,singleton,1,0,,800,,4226.670072305671,False,
130,06_detergent,singleton,1,0,,800,,2515.7205837780316,False,
131,00_detergent,06_detergent,3,2,False,800,400.0,1085.2187630350727,False,False
132,00_detergent,05_detergent,1,1,True,800,400.0,4317.820319079678,False,False
133,04_detergent,singleton,1,0,,800,,1318.4426008696573,False,
134,00_detergent,07_detergent,2,1,False,800,400.0,4368.0890484686915,False,False
135,03_detergent,singleton,2,0,,800,,927.8887601267722,False,
136,00_detergent,09_detergent,2,2,True,800,400.0,1188.9794734075983,False,False
137,00_detergent,02_detergent,3,2,False,800,400.0,4385.077603278528,False,False
138,07_detergent,singleton,3,0,,800,,3289.1298593091574,False,
139,00_detergent,05_detergent,1,3,False,800,400.0,1554.649914720227,False,False
140,07_chocolate,singleton,3,0,,800,,4498.727778941418,False,
141,08_chocolate,singleton,3,0,,800,,4350.980844333617,False,
142,00_chocolate,01_chocolate,1,2,False,800,400.0,816.370114790059,False,False
143,05_chocolate,singleton,2,0,,800,,1116.151333182121,False,
144,00_chocolate,05_chocolate,2,3,False,800,400.0,4319.6199210834875,False,False
145,00_chocolate,04_chocolate,2,3,False,800,400.0,3062.6570749705224,False,False
146,07_chocolate,singleton,1,0,,800,,2093.643254099421,False,
147,00_chocolate,02_chocolate,1,2,False,800,400.0,2992.7719126538145,False,False
148,00_chocolate,06_chocolate,1,1,True,800,400.0,3996.566962683409,False,False
149,08_chocolate,singleton,1,0,,800,,2953.712947504173,False,
150,04_detergent,singleton,1,0,,800,,4519.712393659443,False,
151,00_detergent,09_detergent,3,3,True,800,400.0,3592.7164057091054,False,False
152,00_detergent,02_detergent,3,2,False,800,400.0,3141.7691061992587,True,False
153,05_detergent,singleton,2,0,,800,,3102.7390700386513,False,
154,00_detergent,07_detergent,3,3,True,800,400.0,903.4589646792235,False,True
155,00_detergent,05_detergent,2,1,False,800,400.0,4792.230363005019,False,False
156,09_detergent,singleton,3,0,,800,,1810.0340065245289,True,
157,00_detergent,03_detergent,2,3,False,800,400.0,3492.007599338285,False,False
158,00_detergent,04_detergent,3,3,True,800,400.0,2984.0644934263482,False,False
159,06_detergent,singleton,2,0,,800,,557.1309647602916,False,
160,09_chocolate,singleton,1,0,,800,,3454.167078473039,False,
161,00_chocolate,05_chocolate,2,2,True,800,400.0,860.9672957899329,False,False
162,00_chocolate,02_chocolate,3,2,False,800,400.0,4710.1365175809005,True,False
163,05_chocolate,singleton,3,0,,800,,1069.9666644533947,False,
164,00_chocolate,09_chocolate,2,2,True,800,400.0,416.76860623430224,False,False
165,00_chocolate,05_chocolate,1,2,False,800,400.0,502.6880975717105,False,False
166,07_chocolate,singleton,2,0,,800,,4133.886020543095,True,
167,00_chocolate,02_chocolate,1,2,False,800,400.0,4794.167979247123,False,False
168,03_chocolate,singleton,1,0,,800,,3475.283701529983,False,
169,04_chocolate,singleton,3,0,,800,,4509.1574847727325,False,
170,00_detergent,05_detergent,1,3,False,800,400.0,4042.6854754568467,False,False
171,00_detergent,04_detergent,2,2,True,800,400.0,4225.057413698574,False,False
172,02_detergent,singleton,2,0,,800,,1817.240199234738,False,
173,00_detergent,01_detergent,2,2,True,800,400.0,4032.68043929415,False,False
174,00_detergent,04_detergent,2,1,False,800,400.0,1313.8379979621989,False,False
175,03_detergent,singleton,2,0,,800,,954.942409946387,False,
176,00_detergent,03_detergent,2,1,False,800,400.0,927.8887601267722,False,False
177,00_detergent,09_detergent,3,2,False,800,400.0,782.2467174299028,False,False
178,08_detergent,singleton,2,0,,800,,4094.6461547521844,False,
179,00_detergent,02_detergent,2,3,False,800,400.0,1727.7865669385974,False,False
180,00_chocolate,03_chocolate,1,1,True,800,400.0,423.7025389769691,False,False
181,06_chocolate,singleton,3,0,,800,,1542.6651060508468,False,
182,09_chocolate,singleton,3,0,,800,,2449.018126524438,False,
183,00_chocolate,07_chocolate,2,3,False,800,400.0,4133.886020543095,True,False
184,00_chocolate,06_chocolate,1,3,False,800,400.0,3436.9957404591155,True,False
185,00_chocolate,06_chocolate,2,1,False,800,400.0,2890.8220897843325,False,False
186,06_chocolate,singleton,1,0,,800,,1019.054779734579,True,
187,03_chocolate,singleton,2,0,,800,,1834.4764933974625,False,
188,00_chocolate,01_chocolate,3,1,False,800,400.0,4100.012879059019,False,True
189,04_chocolate,singleton,1,0,,800,,811.8233085229595,False,
190,03_detergent,singleton,2,0,,800,,1462.531875116624,False,
191,00_detergent,08_detergent,3,1,False,800,400.0,1189.8108342896082,False,False
192,09_detergent,singleton,3,0,,800,,3592.7164057091054,False,
193,00_detergent,01_detergent,2,2,True,800,400.0,1577.9967794366219,False,False
194,02_detergent,singleton,2,0,,800,,1727.7865669385974,True,
195,00_detergent,09_detergent,1,1,True,800,400.0,796.5752872376726,False,True
196,00_detergent,07_detergent,3,3,True,800,400.0,972.4868836299675,False,True
197,09_detergent,singleton,2,0,,800,,543.7908470533866,False,
198,02_detergent,singleton,2,0,,800,,3961.6552783823086,False,
199,00_detergent,04_detergent,3,2,False,800,400.0,2074.332329306796,False,False
200,01_chocolate,singleton,1,0,,800,,4870.096061433946,True,
201,07_chocolate,singleton,3,0,,800,,1282.576511967084,False,
202,04_chocolate,singleton,3,0,,800,,1790.0822830919656,False,
203,00_chocolate,07_chocolate,2,2,True,800,400.0,2469.7157203987717,False,True
204,00_chocolate,02_chocolate,1,1,True,800,400.0,2446.8763824980815,False,False
205,00_chocolate,02_chocolate,1,3,False,800,400.0,3310.6151965443546,False,False
206,05_chocolate,singleton,3,0,,800,,1263.521000923735,False,
207,00_chocolate,08_chocolate,2,2,True,800,400.0,4706.353502841768,False,False
208,00_chocolate,03_chocolate,2,2,True,800,400.0,1834.4764933974625,False,True
209,07_chocolate,singleton,3,0,,800,,2321.1948491448306,False,
210,09_detergent,singleton,3,0,,800,,1953.363649655178,False,
211,03_detergent,singleton,3,0,,800,,3304.5263858327926,False,
212,03_detergent,singleton,2,0,,800,,1701.1941708992342,False,
213,04_detergent,singleton,3,0,,800,,3585.712864279718,False,
214,03_detergent,singleton,2,0,,800,,3516.361798918027,False,
215,04_detergent,singleton,3,0,,800,,633.7021101938162,False,
216,03_detergent,singleton,2,0,,800,,3126.151024621433,False,
217,03_detergent,singleton,3,0,,800,,2225.066323666404,False,
218,06_detergent,singleton,2,0,,800,,3498.0000009084215,False,
219,00_detergent,07_detergent,1,3,False,800,400.0,3555.5701138480777,False,True
220,08_chocolate,singleton,3,0,,800,,3593.9987191310765,False,
221,04_chocolate,singleton,2,0,,800,,1015.9710265938903,True,
222,00_chocolate,03_chocolate,3,2,False,800,400.0,3165.092828800918,False,False
223,09_chocolate,singleton,1,0,,800,,4109.149285405855,False,
224,08_chocolate,singleton,1,0,,800,,3684.7086400036414,False,
225,05_chocolate,singleton,2,0,,800,,3247.9721628910934,False,
226,00_chocolate,08_chocolate,2,3,False,800,400.0,1024.3222843042015,False,False
227,00_chocolate,08_chocolate,2,3,False,800,400.0,3164.4893078640266,False,False
228,00_chocolate,09_chocolate,3,2,False,800,400.0,3376.855851539417,True,False
229,07_chocolate,singleton,3,0,,800,,1985.0189389776115,False,
230,04_detergent,singleton,2,0,,800,,1462.8272767265787,False,
231,00_detergent,01_detergent,2,3,False,800,400.0,3059.3146763271748,True,False
232,00_detergent,08_detergent,1,2,False,800,400.0,2429.27062666416,False,False
233,01_detergent,singleton,3,0,,800,,1386.1984795007315,False,
234,09_detergent,singleton,1,0,,800,,796.5752872376726,False,
235,00_detergent,09_detergent,3,2,False,800,400.0,4993.676448432221,False,False
236,00_detergent,07_detergent,2,3,False,800,400.0,1741.803659950512,False,False
237,05_detergent,singleton,2,0,,800,,4792.230363005019,False,
238,04_detergent,singleton,2,0,,800,,4985.781540020071,False,
239,00_detergent,03_detergent,3,2,False,800,400.0,1508.4621079821486,True,False
240,07_chocolate,singleton,3,0,,800,,1614.1132665428386,False,
241,05_chocolate,singleton,2,0,,800,,4634.147845568124,False,
242,00_chocolate,05_chocolate,2,3,False,800,400.0,1699.7879251143631,False,False
243,02_chocolate,singleton,3,0,,800,,822.1812865406232,False,
244,00_chocolate,04_chocolate,3,1,False,800,400.0,779.435554802961,False,False
245,00_chocolate,05_chocolate,3,2,False,800,400.0,1069.9666644533947,False,False
246,00_chocolate,07_chocolate,3,2,False,800,400.0,452.58684202447614,False,False
247,00_chocolate,01_chocolate,2,1,False,800,400.0,547.8111646054119,False,False
248,00_chocolate,01_chocolate,2,2,True,800,400.0,4799.544344653688,False,False
249,00_chocolate,06_chocolate,1,3,False,800,400.0,995.8350108592622,False,False
250,00_detergent,06_detergent,2,1,False,800,400.0,2248.6551674604407,False,False
251,00_detergent,03_detergent,2,1,False,800,400.0,954.942409946387,False,False
252,03_detergent,singleton,2,0,,800,,461.39105345916266,False,
253,04_detergent,singleton,2,0,,800,,1313.8379979621989,False,
254,00_detergent,05_detergent,3,3,True,800,400.0,3915.3696392295237,False,False
255,00_detergent,07_detergent,2,1,False,800,400.0,1573.2193675698306,False,False
256,00_detergent,01_detergent,3,1,False,800,400.0,4858.091532244708,False,False
257,03_detergent,singleton,2,0,,800,,1677.8215113816555,False,
258,06_detergent,singleton,1,0,,800,,4498.855696471723,False,
259,05_detergent,singleton,3,0,,800,,2359.6236187784393,True,
260,05_chocolate,singleton,2,0,,800,,860.9672957899329,False,
261,06_chocolate,singleton,3,0,,800,,3594.8854905936714,False,
262,00_chocolate,03_chocolate,1,2,False,800,400.0,3575.4666552695585,False,False
263,08_chocolate,singleton,3,0,,800,,1236.6142906653854,False,
264,06_chocolate,singleton,1,0,,800,,4920.445065836136,False,
265,08_chocolate,singleton,2,0,,800,,1024.3222843042015,False,
266,00_chocolate,06_chocolate,3,1,False,800,400.0,895.6362177775206,False,False
267,05_chocolate,singleton,1,0,,800,,3158.5320711476274,False,
268,03_chocolate,singleton,3,0,,800,,1227.64431748296,False,
269,00_chocolate,07_chocolate,3,3,True,800,400.0,1742.646797722896,False,False
270,00_detergent,05_detergent,3,1,False,800,400.0,2411.0803132747214,False,False
271,00_detergent,08_detergent,2,3,False,800,400.0,3658.851016940216,False,False
272,00_detergent,01_detergent,2,2,True,800,400.0,2684.0060041069923,False,False
273,01_detergent,singleton,3,0,,800,,2514.5662814783454,False,
274,00_detergent,01_detergent,2,3,False,800,400.0,4902.973610346828,False,False
275,00_detergent,08_detergent,1,1,True,800,400.0,3257.279245273925,False,False
276,00_detergent,05_detergent,2,3,False,800,400.0,3102.7390700386513,False,False
277,00_detergent,06_detergent,3,1,False,800,400.0,2405.0843216591147,False,False
278,00_detergent,06_detergent,1,3,False,800,400.0,2253.949143120185,False,True
279,00_detergent,09_detergent,1,2,False,800,400.0,3627.856198732976,False,False
280,00_chocolate,05_chocolate,2,1,False,800,400.0,3247.9721628910934,False,False
281,00_chocolate,06_chocolate,2,3,False,800,400.0,3710.8335016689593,True,False
282,01_chocolate,singleton,2,0,,800,,2505.9318326982657,False,
283,00_chocolate,07_chocolate,2,1,False,800,400.0,540.553964240757,False,False
284,04_chocolate,singleton,3,0,,800,,3723.9181535080484,False,
285,02_chocolate,singleton,3,0,,800,,4710.1365175809005,True,
286,03_chocolate,singleton,3,0,,800,,1463.596381160367,False,
287,03_chocolate,singleton,1,0,,800,,3265.0796404201774,False,
288,00_chocolate,02_chocolate,1,1,True,800,400.0,2158.2021513769496,False,False
289,00_chocolate,08_chocolate,2,1,False,800,400.0,2357.972412055651,False,False
290,07_detergent,singleton,2,0,,800,,1613.1237608821586,False,
291,00_detergent,08_detergent,1,1,True,800,400.0,3922.590978635879,False,False
292,00_detergent,04_detergent,3,3,True,800,400.0,1626.3602850225584,False,False
293,00_detergent,08_detergent,1,1,True,800,400.0,1053.3776213479973,False,True
294,05_detergent,singleton,1,0,,800,,3518.4577598766577,False,
295,00_detergent,08_detergent,1,3,False,800,400.0,725.6606246647725,False,True
296,00_detergent,02_detergent,3,3,True,800,400.0,2786.9562571428296,False,False
297,09_detergent,singleton,1,0,,800,,4998.031495651355,True,
298,04_detergent,singleton,2,0,,800,,4631.567326770703,False,
299,00_detergent,02_detergent,3,1,False,800,400.0,4201.972765064254,False,True
300,03_chocolate,singleton,2,0,,800,,416.4624375521099,False,
301,02_chocolate,singleton,1,0,,800,,4270.166850921063,False,
302,00_chocolate,09_chocolate,1,3,False,800,400.0,3143.9473075007363,False,False
303,00_chocolate,01_chocolate,3,1,False,800,400.0,3259.720824671721,False,False
304,07_chocolate,singleton,1,0,,800,,2758.297174174385,False,
305,03_chocolate,singleton,3,0,,800,,4919.859635761176,True,
306,00_chocolate,06_chocolate,3,3,True,800,400.0,2895.781432959695,False,False
307,00_chocolate,04_chocolate,2,1,False,800,400.0,2714.4872669611063,True,False
308,04_chocolate,singleton,1,0,,800,,2787.9744473259047,False,
309,00_chocolate,09_chocolate,3,2,False,800,400.0,3989.1170575642623,False,False
310,07_detergent,singleton,3,0,,800,,4769.742031212318,False,
311,00_detergent,09_detergent,1,1,True,800,400.0,2826.077674967658,False,False
312,00_detergent,03_detergent,3,1,False,800,400.0,2429.686805174443,False,True
313,00_detergent,03_detergent,3,3,True,800,400.0,3895.4908590216655,True,False
314,07_detergent,singleton,1,0,,800,,2859.7944806822675,False,
315,00_detergent,07_detergent,1,1,True,800,400.0,4142.33967336833,False,False
316,03_detergent,singleton,3,0,,800,,2789.24396076166,False,
317,00_detergent,06_detergent,1,2,False,800,400.0,1153.9914343640608,False,False
318,06_detergent,singleton,3,0,,800,,1272.0808730306019,False,
319,02_detergent,singleton,2,0,,800,,2777.675278965902,False,
320,00_chocolate,05_chocolate,1,2,False,800,400.0,3485.675596022867,False,True
321,00_chocolate,01_chocolate,2,2,True,800,400.0,4974.956016933687,True,False
322,07_chocolate,singleton,1,0,,800,,1872.809394566192,False,
323,04_chocolate,singleton,2,0,,800,,1553.1302300034622,False,
324,08_chocolate,singleton,3,0,,800,,1991.0064878791654,False,
325,06_chocolate,singleton,1,0,,800,,3707.5943082855397,False,
326,04_chocolate,singleton,3,0,,800,,2438.4211651526293,False,
327,08_chocolate,singleton,2,0,,800,,2334.975751409591,False,
328,07_chocolate,singleton,3,0,,800,,2382.439250043204,False,
329,00_chocolate,03_chocolate,1,3,False,800,400.0,4302.962655241307,True,False
330,00_detergent,04_detergent,3,3,True,800,400.0,2647.382761675903,False,False
331,00_detergent,02_detergent,2,2,True,800,400.0,1126.7946526171113,False,False
332,01_detergent,singleton,3,0,,800,,4162.9618174177995,False,
333,03_detergent,singleton,2,0,,800,,3047.9193459319113,False,
334,00_detergent,04_detergent,1,1,True,800,400.0,1318.4426008696573,False,True
335,00_detergent,04_detergent,3,1,False,800,400.0,4049.5957548445544,False,True
336,04_detergent,singleton,3,0,,800,,4049.5957548445544,True,
337,07_detergent,singleton,1,0,,800,,1763.0047135829202,False,
338,06_detergent,singleton,3,0,,800,,1775.075698025952,False,
339,00_detergent,09_detergent,2,3,False,800,400.0,543.7908470533866,False,False
340,06_chocolate,singleton,1,0,,800,,3562.084218042325,False,
341,07_chocolate,singleton,2,0,,800,,540.553964240757,False,
342,00_chocolate,09_chocolate,1,1,True,800,400.0,2342.7604455393257,False,False
343,09_chocolate,singleton,1,0,,800,,2342.7604455393257,False,
344,06_chocolate,singleton,2,0,,800,,954.9194605331066,False,
345,02_chocolate,singleton,1,0,,800,,2446.8763824980815,False,
346,00_chocolate,07_chocolate,2,2,True,800,400.0,1789.3370054405482,False,False
347,00_chocolate,06_chocolate,1,3,False,800,400.0,3707.5943082855397,False,False
348,00_chocolate,03_chocolate,2,1,False,800,400.0,3278.65590479639,False,False
349,00_chocolate,07_chocolate,3,3,True,800,400.0,1614.1132665428386,False,True
350,06_detergent,singleton,2,0,,800,,2760.0887211004856,False,
351,03_detergent,singleton,1,0,,800,,4995.6141230311605,False,
352,00_detergent,03_detergent,1,1,True,800,400.0,478.0060475308746,False,False
353,00_detergent,06_detergent,3,1,False,800,400.0,3060.963180139363,False,False
354,08_detergent,singleton,2,0,,800,,4920.781423764056,False,
355,00_detergent,05_detergent,1,3,False,800,400.0,1569.8599604462784,False,True
356,00_detergent,07_detergent,3,3,True,800,400.0,3268.096172251612,False,False
357,00_detergent,01_detergent,3,2,False,800,400.0,2497.466651188307,False,True
358,00_detergent,07_detergent,2,1,False,800,400.0,1613.1237608821586,False,False
359,06_detergent,singleton,1,0,,800,,1415.2178423277596,False,
360,03_chocolate,singleton,1,0,,800,,2381.2177661619803,False,
361,07_chocolate,singleton,2,0,,800,,2469.7157203987717,False,
362,00_chocolate,08_chocolate,3,2,False,800,400.0,3593.9987191310765,False,False
363,04_chocolate,singleton,2,0,,800,,3864.2363293168078,False,
364,01_chocolate,singleton,1,0,,800,,1506.7456971531956,True,
365,08_chocolate,singleton,3,0,,800,,2467.5740748776957,False,
366,00_chocolate,04_chocolate,2,1,False,800,400.0,3864.2363293168078,False,True
367,01_chocolate,singleton,1,0,,800,,4914.245482783721,False,
368,00_chocolate,01_chocolate,2,3,False,800,400.0,3280.7328616796935,False,False
369,00_chocolate,03_chocolate,3,1,False,800,400.0,1227.64431748296,False,False
370,07_detergent,singleton,1,0,,800,,1346.901395908235,True,
371,07_detergent,singleton,3,0,,800,,972.4868836299675,False,
372,00_detergent,07_detergent,1,1,True,800,400.0,3428.2257611652994,False,False
373,00_detergent,04_detergent,1,2,False,800,400.0,2923.7883421113625,True,False
374,00_detergent,09_detergent,1,2,False,800,400.0,3314.8412848781345,False,False
375,00_detergent,08_detergent,3,2,False,800,400.0,4164.583899829054,False,False
376,00_detergent,06_detergent,2,2,True,800,400.0,3498.0000009084215,True,False
377,01_detergent,singleton,2,0,,800,,2684.0060041069923,False,
378,00_detergent,02_detergent,2,3,False,800,400.0,438.9933947109179,False,False
379,01_detergent,singleton,2,0,,800,,2933.8157187439338,False,
380,01_chocolate,singleton,2,0,,800,,4162.300146085561,False,
381,08_chocolate,singleton,3,0,,800,,590.0779512046881,False,
382,05_chocolate,singleton,1,0,,800,,2862.091527361118,False,
383,00_chocolate,05_chocolate,2,1,False,800,400.0,1116.151333182121,False,False
384,06_chocolate,singleton,2,0,,800,,2728.908599924102,False,
385,05_chocolate,singleton,2,0,,800,,1182.1669504431356,False,
386,00_chocolate,09_chocolate,3,1,False,800,400.0,3822.4286956898923,False,False
