,TARGET,PRODUCT,TARGET_ANGEL,PRODUCT_ANGEL,SAME_ANGEL,PRESENTATION TIME,IMAGE INTERVAL TIME,TRIALS INTERVAL TIME,TARGET_INVERTED,PRODUCT_INVERTED
66,04_detergent,singleton,3,0,,800,,2877.0526349475986,False,
67,00_chocolate,09_chocolate,3,3,True,800,400.0,4134.9293728963585,False,False
68,00_chocolate,09_chocolate,2,2,True,800,400.0,2459.9480941811416,False,False
69,00_detergent,08_detergent,3,1,False,800,400.0,3051.660641504066,False,False
70,00_detergent,05_detergent,3,1,False,800,400.0,1254.5224891052271,False,False
71,01_detergent,singleton,1,0,,800,,3994.083100019989,True,
72,00_detergent,05_detergent,2,3,False,800,400.0,2561.4779287974316,True,False
73,00_chocolate,07_chocolate,2,3,False,800,400.0,2471.015003909565,False,False
74,00_detergent,04_detergent,3,1,False,800,400.0,4332.426991444523,False,False
75,00_detergent,04_detergent,1,1,True,800,400.0,3631.0052632783836,False,False
76,00_detergent,04_detergent,3,3,True,800,400.0,4681.551141900032,False,False
77,05_detergent,singleton,3,0,,800,,3037.0274437122707,False,
78,02_chocolate,singleton,1,0,,800,,2430.307665165749,False,
79,04_detergent,singleton,3,0,,800,,3639.882804166147,True,
80,00_detergent,03_detergent,1,1,True,800,400.0,3554.8813242389424,False,False
81,06_detergent,singleton,3,0,,800,,1981.337898225794,False,
82,06_detergent,singleton,3,0,,800,,2060.62626434342,True,
83,00_detergent,04_detergent,2,2,True,800,400.0,4772.424022372686,False,False
84,08_chocolate,singleton,1,0,,800,,2973.6497469589194,False,
85,08_chocolate,singleton,3,0,,800,,4472.079597939107,False,
86,05_detergent,singleton,2,0,,800,,2561.4779287974316,False,
87,09_chocolate,singleton,1,0,,800,,1934.9736477695287,False,
88,00_chocolate,05_chocolate,3,1,False,800,400.0,1281.1939859804852,True,False
89,00_chocolate,08_chocolate,2,2,True,800,400.0,2816.604938901239,False,False
90,04_chocolate,singleton,3,0,,800,,4705.906362356064,False,
91,00_chocolate,03_chocolate,2,1,False,800,400.0,2030.8532541129707,False,False
92,04_detergent,singleton,3,0,,800,,3931.715605283112,False,
93,03_detergent,singleton,3,0,,800,,1006.3282379900816,False,
94,06_detergent,singleton,1,0,,800,,3822.9124952356337,False,
95,08_detergent,singleton,3,0,,800,,4719.995047680167,True,
96,00_detergent,03_detergent,3,3,True,800,400.0,1581.849582312042,False,True
97,09_chocolate,singleton,2,0,,800,,427.5686641175095,False,
98,00_detergent,04_detergent,2,2,True,800,400.0,3722.3033611286623,False,False
99,08_chocolate,singleton,1,0,,800,,564.2586294644286,False,
100,02_chocolate,singleton,3,0,,800,,4121.167829350894,False,
101,00_detergent,02_detergent,3,2,False,800,400.0,1312.8363054437277,False,False
102,00_chocolate,03_chocolate,1,3,False,800,400.0,4646.501257956804,False,False
103,06_chocolate,singleton,1,0,,800,,3122.808957557549,False,
104,00_detergent,05_detergent,2,3,False,800,400.0,4159.861334870022,False,False
105,05_chocolate,singleton,2,0,,800,,3191.8551303595546,False,
106,00_detergent,07_detergent,2,3,False,800,400.0,4080.3030292263306,False,False
107,08_detergent,singleton,2,0,,800,,2448.0542413770054,False,
108,00_detergent,03_detergent,3,1,False,800,400.0,947.1723218873713,False,False
109,00_detergent,08_detergent,3,2,False,800,400.0,1752.6550644635415,False,False
110,00_detergent,06_detergent,1,2,False,800,400.0,1803.1627283225355,False,False
111,00_chocolate,03_chocolate,3,2,False,800,400.0,3168.0248172687257,False,False
112,00_detergent,07_detergent,1,2,False,800,400.0,614.9700568105595,True,False
113,00_chocolate,08_chocolate,2,2,True,800,400.0,3139.592213995572,False,False
114,00_chocolate,09_chocolate,1,3,False,800,400.0,3674.8020469434987,False,False
115,09_detergent,singleton,3,0,,800,,4307.959542048843,False,
116,08_chocolate,singleton,2,0,,800,,1290.699708526479,False,
117,00_chocolate,01_chocolate,1,3,False,800,400.0,3257.8228962063263,False,False
118,08_detergent,singleton,1,0,,800,,2117.1189661256285,False,
119,02_detergent,singleton,1,0,,800,,1078.512565356339,False,
120,00_detergent,02_detergent,2,3,False,800,400.0,2444.6498897741476,False,False
121,07_chocolate,singleton,2,0,,800,,949.3701583650139,False,
122,00_chocolate,06_chocolate,2,3,False,800,400.0,3211.7480637998838,False,True
123,00_detergent,04_detergent,3,2,False,800,400.0,506.11107734831995,False,False
124,00_chocolate,03_chocolate,3,1,False,800,400.0,4303.271974470032,False,True
125,03_chocolate,singleton,3,0,,800,,2002.922007142119,False,
126,00_detergent,03_detergent,3,3,True,800,400.0,3632.206952544391,False,False
127,01_detergent,singleton,2,0,,800,,2112.41793068984,False,
128,00_chocolate,08_chocolate,3,2,False,800,400.0,1910.8367841898132,False,False
129,09_detergent,singleton,2,0,,800,,1809.3319204154432,False,
130,02_chocolate,singleton,2,0,,800,,4454.835862112497,False,
131,07_chocolate,singleton,3,0,,800,,3786.9231912866157,True,
132,06_chocolate,singleton,2,0,,800,,4097.940106389677,False,
133,04_detergent,singleton,3,0,,800,,4332.426991444523,False,
134,09_detergent,singleton,2,0,,800,,1936.813334487246,False,
135,00_chocolate,03_chocolate,1,3,False,800,400.0,4908.919913380801,False,True
136,03_chocolate,singleton,3,0,,800,,1726.336980086511,True,
137,00_detergent,06_detergent,2,3,False,800,400.0,2705.7041380840346,False,False
138,00_chocolate,02_chocolate,1,3,False,800,400.0,3469.5443932834064,False,False
139,01_detergent,singleton,1,0,,800,,2209.374776659375,False,
140,08_chocolate,singleton,1,0,,800,,3626.418189155931,False,
141,00_chocolate,02_chocolate,3,1,False,800,400.0,2992.0941489900647,False,False
142,05_chocolate,singleton,1,0,,800,,4591.864205862284,False,
143,00_chocolate,06_chocolate,2,3,False,800,400.0,3451.755178366533,False,False
144,06_detergent,singleton,2,0,,800,,1818.1051055094263,False,
145,00_detergent,09_detergent,2,2,True,800,400.0,2243.0117868120105,False,False
146,01_detergent,singleton,2,0,,800,,4951.5259921544,False,
147,00_chocolate,05_chocolate,3,2,False,800,400.0,1729.821670794577,False,False
148,05_detergent,singleton,3,0,,800,,2896.3136962284375,False,
149,06_detergent,singleton,1,0,,800,,1768.0951744223653,False,
150,03_detergent,singleton,3,0,,800,,1581.849582312042,True,
151,00_detergent,01_detergent,1,3,False,800,400.0,3390.9155740165543,False,True
152,02_detergent,singleton,2,0,,800,,1151.0575979788432,False,
153,00_chocolate,03_chocolate,3,2,False,800,400.0,1999.4316310507204,True,False
154,04_detergent,singleton,1,0,,800,,2905.929217502684,False,
155,05_chocolate,singleton,2,0,,800,,2285.9186614372693,False,
156,06_detergent,singleton,3,0,,800,,635.7555019013245,False,
157,00_chocolate,06_chocolate,3,1,False,800,400.0,4286.416702342218,False,True
158,07_chocolate,singleton,2,0,,800,,1961.6567960340783,False,
159,08_detergent,singleton,1,0,,800,,2198.2195513676797,False,
160,00_chocolate,01_chocolate,3,1,False,800,400.0,4681.021952647964,False,False
161,02_detergent,singleton,2,0,,800,,3252.7482749289034,False,
162,08_chocolate,singleton,3,0,,800,,1146.9883085408549,True,
163,00_chocolate,04_chocolate,1,3,False,800,400.0,3085.7390499771946,False,False
164,07_chocolate,singleton,3,0,,800,,4087.9239717762043,False,
165,00_detergent,06_detergent,3,3,True,800,400.0,4268.875614476485,False,True
166,00_chocolate,04_chocolate,1,1,True,800,400.0,4272.208234035519,False,False
167,03_chocolate,singleton,2,0,,800,,4255.598946007929,False,
168,00_detergent,09_detergent,1,3,False,800,400.0,501.3527694435252,False,False
169,00_chocolate,08_chocolate,3,2,False,800,400.0,1120.5791731790553,False,False
170,01_chocolate,singleton,3,0,,800,,4758.708279018736,False,
171,08_detergent,singleton,1,0,,800,,626.316613267979,False,
172,00_detergent,03_detergent,2,3,False,800,400.0,4308.663124957238,False,False
173,00_chocolate,03_chocolate,2,3,False,800,400.0,4706.823596005686,False,True
174,01_detergent,singleton,3,0,,800,,1435.6994471533726,False,
175,00_chocolate,02_chocolate,2,3,False,800,400.0,4181.389243241984,False,False
176,01_detergent,singleton,3,0,,800,,532.5878661284708,False,
177,00_chocolate,07_chocolate,2,3,False,800,400.0,3046.11098928706,False,False
178,00_chocolate,06_chocolate,1,1,True,800,400.0,3122.808957557549,False,False
179,03_detergent,singleton,2,0,,800,,3846.3164369019187,False,
180,07_chocolate,singleton,2,0,,800,,2941.4503805940126,False,
181,02_detergent,singleton,2,0,,800,,3372.015782920648,False,
182,06_detergent,singleton,2,0,,800,,4956.9153552305925,False,
183,00_chocolate,04_chocolate,2,3,False,800,400.0,3955.8364577528664,False,False
184,00_chocolate,06_chocolate,2,2,True,800,400.0,846.1285330802953,False,True
185,00_detergent,04_detergent,1,3,False,800,400.0,3957.673110133529,False,False
186,09_chocolate,singleton,2,0,,800,,2539.69181535205,True,
187,01_detergent,singleton,3,0,,800,,3815.8827739351195,False,
188,01_chocolate,singleton,3,0,,800,,4461.984072913863,True,
189,06_detergent,singleton,2,0,,800,,1650.1562784755063,True,
190,03_detergent,singleton,3,0,,800,,1983.4099739345343,False,
191,09_chocolate,singleton,3,0,,800,,4930.175677119862,True,
192,00_chocolate,02_chocolate,3,2,False,800,400.0,4201.921056483492,False,False
193,00_chocolate,06_chocolate,3,3,True,800,400.0,2587.635179359217,False,False
194,04_detergent,singleton,2,0,,800,,2562.0783299393197,True,
195,01_detergent,singleton,3,0,,800,,865.2321554281864,False,
196,00_detergent,05_detergent,1,3,False,800,400.0,4115.143647329759,False,False
197,06_chocolate,singleton,2,0,,800,,1064.8846380677621,False,
198,00_detergent,07_detergent,3,2,False,800,400.0,3686.6611412463317,False,False
199,07_detergent,singleton,2,0,,800,,4080.3030292263306,False,
200,00_detergent,08_detergent,2,1,False,800,400.0,2206.83151132472,False,False
201,05_detergent,singleton,1,0,,800,,4436.137543383171,False,
202,01_detergent,singleton,1,0,,800,,4208.05880065455,False,
203,00_chocolate,08_chocolate,1,1,True,800,400.0,899.3416028253293,False,False
204,00_detergent,02_detergent,1,2,False,800,400.0,4584.293251516224,False,False
205,02_chocolate,singleton,3,0,,800,,2992.0941489900647,False,
206,00_chocolate,07_chocolate,3,1,False,800,400.0,2532.4517997357257,False,False
207,09_detergent,singleton,1,0,,800,,4132.057292258696,False,
208,00_detergent,04_detergent,1,2,False,800,400.0,3802.7735014126924,False,False
209,04_chocolate,singleton,2,0,,800,,3543.60833042003,False,
210,07_chocolate,singleton,1,0,,800,,2749.3851790578137,False,
211,00_detergent,04_detergent,3,3,True,800,400.0,3500.871930971212,False,False
212,00_detergent,06_detergent,2,1,False,800,400.0,664.5386498053765,False,False
213,01_detergent,singleton,1,0,,800,,3390.9155740165543,True,
214,00_chocolate,03_chocolate,2,2,True,800,400.0,1136.3957674195033,False,False
215,00_chocolate,08_chocolate,2,1,False,800,400.0,2082.258640477377,False,False
216,00_detergent,03_detergent,1,3,False,800,400.0,4238.799135427076,False,False
217,00_chocolate,09_chocolate,2,1,False,800,400.0,600.8556193602235,False,False
218,08_detergent,singleton,3,0,,800,,1807.135657458326,False,
219,00_chocolate,06_chocolate,1,1,True,800,400.0,1471.9237179997385,False,False
220,07_detergent,singleton,3,0,,800,,3364.692833443475,True,
221,08_chocolate,singleton,2,0,,800,,3888.4254624071837,False,
222,07_chocolate,singleton,2,0,,800,,3491.070520374451,False,
223,04_detergent,singleton,3,0,,800,,4787.667843458071,False,
224,00_chocolate,02_chocolate,2,3,False,800,400.0,2448.4571339004087,False,False
225,09_detergent,singleton,3,0,,800,,4223.2826423689085,False,
226,00_detergent,03_detergent,1,2,False,800,400.0,4411.711953521069,False,True
227,00_detergent,04_detergent,1,3,False,800,400.0,2760.647185427198,False,False
228,05_chocolate,singleton,2,0,,800,,4838.18312016292,False,
229,01_chocolate,singleton,3,0,,800,,3116.4176060561663,False,
230,00_detergent,03_detergent,2,1,False,800,400.0,3403.6329179306836,False,False
231,09_chocolate,singleton,1,0,,800,,3674.8020469434987,False,
232,00_detergent,07_detergent,1,1,True,800,400.0,3472.160771117739,False,False
233,07_chocolate,singleton,3,0,,800,,2532.4517997357257,False,
234,00_detergent,01_detergent,1,2,False,800,400.0,733.6099837966453,False,False
235,00_chocolate,01_chocolate,2,3,False,800,400.0,2251.1889393072915,False,False
236,05_detergent,singleton,2,0,,800,,1486.0857476785661,False,
237,00_chocolate,08_chocolate,2,1,False,800,400.0,548.1717095317869,True,False
238,04_detergent,singleton,3,0,,800,,2021.2632816644184,False,
239,08_chocolate,singleton,3,0,,800,,1120.5791731790553,False,
240,04_detergent,singleton,1,0,,800,,1458.2065540937695,False,
241,00_detergent,03_detergent,2,2,True,800,400.0,851.9966783388611,False,False
242,01_chocolate,singleton,1,0,,800,,1601.140622695098,False,
243,07_detergent,singleton,1,0,,800,,694.2391919780575,False,
244,00_chocolate,08_chocolate,1,1,True,800,400.0,1208.1580563274074,False,False
245,09_chocolate,singleton,1,0,,800,,4128.904728225565,False,
246,01_chocolate,singleton,3,0,,800,,4681.021952647964,False,
247,00_chocolate,03_chocolate,3,3,True,800,400.0,2043.0389889931737,False,False
248,02_chocolate,singleton,1,0,,800,,2712.156727414303,False,
249,00_detergent,05_detergent,1,2,False,800,400.0,2589.5718206001065,False,False
250,01_detergent,singleton,3,0,,800,,1726.7439577915304,False,
251,00_chocolate,04_chocolate,1,3,False,800,400.0,2182.2290253692527,True,False
252,00_chocolate,06_chocolate,1,3,False,800,400.0,3121.0294649180505,False,False
253,00_detergent,07_detergent,1,2,False,800,400.0,694.2391919780575,False,False
254,02_chocolate,singleton,1,0,,800,,1683.1558454846704,False,
255,00_detergent,07_detergent,1,1,True,800,400.0,1092.091438363706,True,False
256,08_detergent,singleton,1,0,,800,,706.5820454415004,True,
257,00_detergent,05_detergent,3,3,True,800,400.0,3037.0274437122707,False,False
258,00_detergent,01_detergent,3,3,True,800,400.0,1726.7439577915304,True,False
259,05_detergent,singleton,2,0,,800,,4159.861334870022,False,
260,06_chocolate,singleton,2,0,,800,,3211.7480637998838,True,
261,01_chocolate,singleton,3,0,,800,,631.6667957405907,False,
262,00_detergent,06_detergent,2,3,False,800,400.0,426.3259394184155,True,False
263,00_chocolate,09_chocolate,3,2,False,800,400.0,797.416392421941,False,False
264,07_detergent,singleton,3,0,,800,,1930.5521793980363,False,
265,05_chocolate,singleton,3,0,,800,,638.1436776218011,False,
266,00_chocolate,07_chocolate,1,3,False,800,400.0,570.6214256586028,True,False
267,06_chocolate,singleton,1,0,,800,,3992.9795798314167,False,
268,00_detergent,08_detergent,2,3,False,800,400.0,2448.0542413770054,False,False
269,00_detergent,01_detergent,3,3,True,800,400.0,865.2321554281864,False,False
270,00_chocolate,07_chocolate,2,2,True,800,400.0,3049.934881728585,False,False
271,06_chocolate,singleton,2,0,,800,,1111.4894077953759,False,
272,00_detergent,01_detergent,1,2,False,800,400.0,3994.083100019989,False,False
273,02_detergent,singleton,3,0,,800,,2033.423429925567,False,
274,00_chocolate,04_chocolate,2,1,False,800,400.0,1478.508780742861,True,False
275,07_detergent,singleton,3,0,,800,,1808.537965558781,False,
276,03_detergent,singleton,2,0,,800,,2145.3469021299443,False,
277,05_detergent,singleton,3,0,,800,,1850.5093305252012,True,
278,00_chocolate,03_chocolate,1,3,False,800,400.0,417.8067339147638,False,False
279,04_chocolate,singleton,1,0,,800,,2745.7924543541735,False,
280,00_chocolate,07_chocolate,3,2,False,800,400.0,2354.0288475847096,True,False
281,00_detergent,03_detergent,1,1,True,800,400.0,4113.011611230104,False,False
282,03_chocolate,singleton,2,0,,800,,1069.825662296026,True,
283,00_chocolate,02_chocolate,1,1,True,800,400.0,2712.156727414303,False,False
284,03_chocolate,singleton,1,0,,800,,422.89119033937544,False,
285,03_chocolate,singleton,3,0,,800,,2043.0389889931737,False,
286,00_chocolate,08_chocolate,3,1,False,800,400.0,2700.733789928894,False,False
287,03_chocolate,singleton,2,0,,800,,4706.823596005686,False,
288,09_chocolate,singleton,3,0,,800,,4469.019502998707,False,
289,00_detergent,03_detergent,3,3,True,800,400.0,1331.4496102819749,False,False
290,01_detergent,singleton,2,0,,800,,1441.2699955692858,False,
291,05_detergent,singleton,3,0,,800,,4888.823112156457,False,
292,05_chocolate,singleton,2,0,,800,,4868.154956511919,True,
293,00_detergent,07_detergent,1,1,True,800,400.0,905.1980387447243,False,True
294,00_detergent,01_detergent,2,1,False,800,400.0,3288.9204140436277,False,False
295,07_detergent,singleton,2,0,,800,,495.1129353162585,False,
296,00_detergent,08_detergent,1,2,False,800,400.0,1005.7878648654415,False,False
297,00_detergent,06_detergent,2,1,False,800,400.0,4956.9153552305925,False,False
298,00_detergent,03_detergent,2,3,False,800,400.0,2145.3469021299443,False,False
299,00_chocolate,09_chocolate,2,3,False,800,400.0,427.5686641175095,False,False
300,00_chocolate,03_chocolate,1,2,False,800,400.0,4462.1587242952955,False,False
301,06_chocolate,singleton,1,0,,800,,4334.893272313075,False,
302,08_chocolate,singleton,2,0,,800,,3791.4078362982,False,
303,00_chocolate,03_chocolate,2,1,False,800,400.0,2995.052458064661,False,False
304,00_detergent,02_detergent,1,2,False,800,400.0,4138.619746783192,False,True
305,09_chocolate,singleton,1,0,,800,,643.6132718280722,False,
306,01_chocolate,singleton,3,0,,800,,3937.8702160245184,False,
307,03_detergent,singleton,3,0,,800,,4416.8687053155045,False,
308,00_detergent,02_detergent,2,3,False,800,400.0,3372.015782920648,False,False
309,03_chocolate,singleton,1,0,,800,,4908.919913380801,False,
310,08_detergent,singleton,3,0,,800,,1464.9746243419297,False,
311,02_chocolate,singleton,2,0,,800,,2448.4571339004087,False,
312,00_chocolate,01_chocolate,1,3,False,800,400.0,2678.1171726719567,False,True
313,00_detergent,05_detergent,2,1,False,800,400.0,1486.0857476785661,False,False
314,06_chocolate,singleton,3,0,,800,,951.2736119064479,False,
315,00_chocolate,06_chocolate,1,3,False,800,400.0,1572.6569917270162,False,False
316,00_detergent,06_detergent,1,1,True,800,400.0,2322.852606491011,False,False
317,00_detergent,08_detergent,1,3,False,800,400.0,2938.4850676715096,False,False
318,01_chocolate,singleton,2,0,,800,,2251.1889393072915,True,
319,00_detergent,08_detergent,3,2,False,800,400.0,1807.135657458326,False,False
320,07_chocolate,singleton,3,0,,800,,3051.3283493996105,False,
321,00_detergent,04_detergent,1,3,False,800,400.0,1458.2065540937695,False,False
322,00_chocolate,09_chocolate,2,2,True,800,400.0,4053.9068767973167,False,False
323,08_detergent,singleton,1,0,,800,,1494.859174975267,False,
324,00_detergent,04_detergent,2,2,True,800,400.0,1268.9316422864179,False,False
325,00_detergent,06_detergent,2,3,False,800,400.0,3314.3141354373392,False,False
326,00_chocolate,07_chocolate,3,2,False,800,400.0,3051.3283493996105,False,False
327,07_chocolate,singleton,1,0,,800,,570.6214256586028,False,
328,00_detergent,04_detergent,3,1,False,800,400.0,3931.715605283112,False,False
329,02_chocolate,singleton,3,0,,800,,1180.6812700271546,False,
330,00_chocolate,04_chocolate,2,1,False,800,400.0,4785.0763456275945,False,False
331,04_chocolate,singleton,3,0,,800,,3113.5980281618054,False,
332,09_chocolate,singleton,1,0,,800,,480.0572645643459,False,
333,00_detergent,07_detergent,2,1,False,800,400.0,4134.014378081988,False,False
334,00_chocolate,07_chocolate,2,3,False,800,400.0,949.3701583650139,False,False
335,03_detergent,singleton,2,0,,800,,982.695984449639,True,
336,06_chocolate,singleton,3,0,,800,,2587.635179359217,False,
337,04_chocolate,singleton,3,0,,800,,2859.8343178758937,False,
338,00_chocolate,05_chocolate,1,2,False,800,400.0,1317.9274365693282,False,True
339,08_detergent,singleton,1,0,,800,,3591.237125172275,False,
340,04_detergent,singleton,1,0,,800,,3631.0052632783836,False,
341,00_detergent,04_detergent,1,1,True,800,400.0,4700.9674476154505,False,False
342,04_chocolate,singleton,2,0,,800,,4849.205506603211,False,
343,00_detergent,03_detergent,2,3,False,800,400.0,1353.834059301918,True,False
344,00_chocolate,03_chocolate,3,2,False,800,400.0,2577.4359036922606,True,False
345,00_chocolate,09_chocolate,3,3,True,800,400.0,4469.019502998707,False,False
346,00_chocolate,07_chocolate,2,1,False,800,400.0,2941.4503805940126,False,False
347,00_detergent,08_detergent,1,2,False,800,400.0,706.5820454415004,False,False
348,00_chocolate,07_chocolate,1,1,True,800,400.0,4839.943220488716,False,False
349,00_chocolate,08_chocolate,3,1,False,800,400.0,2314.2659257790624,True,False
350,00_chocolate,07_chocolate,3,3,True,800,400.0,4772.3263640175055,False,False
351,00_detergent,07_detergent,1,1,True,800,400.0,4289.1116342746855,False,False
352,00_chocolate,06_chocolate,1,2,False,800,400.0,1107.800669199386,False,False
353,09_chocolate,singleton,1,0,,800,,1961.3931839150616,True,
354,00_chocolate,08_chocolate,2,1,False,800,400.0,3787.0317026654357,False,False
355,00_chocolate,02_chocolate,3,3,True,800,400.0,2326.7841041777174,False,False
356,00_chocolate,02_chocolate,1,1,True,800,400.0,3971.2497026185288,False,False
357,09_detergent,singleton,1,0,,800,,2284.269094344983,False,
358,08_detergent,singleton,2,0,,800,,1003.9093000054116,False,
359,06_chocolate,singleton,2,0,,800,,3451.755178366533,False,
360,00_chocolate,05_chocolate,1,2,False,800,400.0,4591.864205862284,False,False
361,00_chocolate,01_chocolate,3,1,False,800,400.0,3937.8702160245184,False,False
362,04_detergent,singleton,2,0,,800,,3686.126369165719,False,
363,00_chocolate,07_chocolate,2,3,False,800,400.0,3978.1574252324917,False,False
364,06_detergent,singleton,3,0,,800,,1194.6168470082366,False,
365,00_chocolate,05_chocolate,1,3,False,800,400.0,2900.4907368272047,False,False
366,04_detergent,singleton,2,0,,800,,4772.424022372686,True,
367,00_detergent,07_detergent,2,1,False,800,400.0,3972.7970418211917,False,False
368,00_detergent,09_detergent,2,3,False,800,400.0,4786.389148692371,False,False
369,04_detergent,singleton,3,0,,800,,4681.551141900032,True,
370,00_detergent,09_detergent,2,3,False,800,400.0,3187.8148332002947,False,True
371,00_detergent,08_detergent,3,1,False,800,400.0,1464.9746243419297,False,False
372,05_detergent,singleton,2,0,,800,,3020.9947617170596,False,
373,00_chocolate,09_chocolate,3,3,True,800,400.0,2095.9360977955516,False,False
374,00_detergent,04_detergent,3,1,False,800,400.0,3639.882804166147,False,False
375,00_detergent,02_detergent,3,3,True,800,400.0,749.1073788005979,False,False
376,08_chocolate,singleton,3,0,,800,,1910.8367841898132,False,
377,04_detergent,singleton,1,0,,800,,2674.2697685953804,True,
378,00_chocolate,01_chocolate,1,1,True,800,400.0,3500.2271961674405,False,False
379,00_detergent,02_detergent,2,1,False,800,400.0,3975.6476879353004,False,True
380,08_detergent,singleton,2,0,,800,,895.0652582003108,False,
381,00_detergent,09_detergent,1,1,True,800,400.0,1637.6266747599461,False,False
382,00_chocolate,02_chocolate,1,3,False,800,400.0,4007.5868317337386,False,False
